entry,image_file,label_file,measure_idx,x1_px,y1_px,x2_px,y2_px,width_px,label_value_at_mid
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,20,2007.94,828.75,2009.99,828.75,2.050,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,21,2009.06,782.25,2011.11,782.06,2.059,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,22,2003.01,731.19,2005.99,731.09,2.983,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,23,2402.01,826.23,2404.99,826.23,2.981,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,24,2409.18,769.30,2412.91,769.39,3.729,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,25,2411.23,733.70,2415.05,733.52,3.826,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,26,2944.03,830.80,2948.32,830.80,4.286,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,27,2942.54,781.88,2947.20,781.78,4.660,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,28,2943.01,744.61,2946.64,743.30,3.861,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,29,3371.73,831.08,3375.74,833.31,4.589,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,30,3374.06,786.16,3378.07,786.26,4.007,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,31,3381.24,738.36,3385.99,740.41,5.176,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,0,2817.85,1213.80,2822.78,1213.30,4.951,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,1,2816.87,1156.33,2823.76,1155.51,6.945,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,2,2810.96,1081.14,2817.03,1079.00,6.438,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,3,2797.82,1014.97,2804.72,1013.82,6.991,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,4,2786.66,944.87,2792.24,944.05,5.642,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,5,2783.05,915.97,2789.94,912.85,7.568,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,6,2775.66,793.82,2778.94,793.65,3.287,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,7,2774.18,693.01,2776.64,692.36,2.549,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,8,2769.26,669.53,2770.41,669.04,1.251,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,9,2774.34,650.82,2775.82,652.46,2.209,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,10,2763.84,648.35,2765.48,647.21,2.004,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,11,2742.82,678.24,2742.99,675.77,2.467,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,12,2739.70,612.40,2741.34,611.41,1.915,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,13,2676.99,687.43,2676.49,685.46,2.031,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,14,2827.70,631.77,2826.72,629.47,2.501,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,15,2887.63,600.09,2886.97,598.28,1.922,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,16,2599.49,683.65,2600.31,682.01,1.836,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,17,2505.25,637.35,2506.07,633.74,3.704,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,18,2471.10,627.01,2473.89,625.37,3.238,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,19,2441.38,614.04,2442.86,611.74,2.732,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,20,2395.41,592.86,2396.23,589.90,3.068,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,21,2367.83,588.43,2366.52,586.46,2.368,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,22,2377.03,569.05,2378.83,568.73,1.836,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,23,2377.52,545.74,2379.32,544.75,2.058,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,24,2374.56,516.35,2376.86,516.35,2.299,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,25,2338.93,597.62,2338.11,595.82,1.984,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,26,2284.26,617.49,2283.28,615.52,2.203,1
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,27,2242.89,628.98,2241.74,626.68,2.570,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,28,2374.07,456.59,2376.70,456.59,2.627,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,29,2375.55,420.63,2377.68,420.63,2.135,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,30,2367.17,339.86,2370.46,338.87,3.429,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,31,2345.34,252.51,2347.97,252.18,2.648,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,32,2341.89,228.38,2345.01,228.38,3.120,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,33,2341.07,168.12,2343.86,167.96,2.796,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,34,2168.19,666.91,2167.04,664.61,2.571,1
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,35,2199.05,651.14,2198.07,648.52,2.806,1
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,36,1616.60,1212.45,1623.17,1212.06,6.580,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,37,1614.11,1148.09,1623.82,1147.30,9.751,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,38,1618.96,1086.10,1626.98,1085.57,8.030,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,39,1612.27,1039.47,1621.20,1038.55,8.978,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,40,1605.04,987.98,1614.24,985.49,9.527,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,41,1596.37,932.42,1602.81,930.85,6.626,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,42,1612.40,907.60,1610.30,903.13,4.935,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,43,1593.48,893.41,1589.15,893.67,4.342,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,44,1580.87,859.66,1583.50,856.90,3.809,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,45,1649.57,890.39,1646.55,886.45,4.965,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,46,1655.08,828.00,1658.24,827.35,3.221,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,47,1560.78,824.19,1564.59,823.80,3.829,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,48,1546.99,793.20,1549.61,791.62,3.063,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,49,1655.08,776.91,1651.93,775.99,3.284,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,50,1527.55,744.07,1531.09,742.50,3.880,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,51,1510.08,703.09,1512.71,701.78,2.937,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,52,1682.80,724.24,1685.56,725.42,3.002,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,53,1716.82,679.06,1719.71,681.42,3.733,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,54,1758.19,627.83,1760.29,629.67,2.792,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,55,1835.29,522.49,1838.57,523.41,3.409,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,56,1463.32,639.52,1465.55,637.95,2.733,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,57,1484.73,667.50,1486.04,665.66,2.260,1
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,58,1270.75,601.12,1272.52,599.27,2.556,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,59,1252.09,572.62,1254.19,571.62,2.331,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,60,1207.12,540.01,1208.80,538.33,2.378,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,61,1179.80,508.99,1181.56,507.23,2.496,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,62,1159.04,480.41,1161.89,479.82,2.918,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,63,1160.04,414.25,1162.40,415.26,2.561,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,64,1150.38,448.13,1151.89,448.05,1.515,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,65,1153.91,339.77,1155.84,338.51,2.308,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,66,1143.48,315.56,1145.59,314.73,2.264,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,67,1138.19,298.58,1140.04,298.17,1.897,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,68,1140.12,269.75,1143.15,269.92,3.031,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,69,1146.09,215.70,1148.02,215.70,1.934,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,70,1149.20,172.32,1151.30,172.16,2.109,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,71,1153.07,139.37,1154.92,139.04,1.880,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,72,412.49,629.28,412.99,628.19,1.203,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,73,442.08,639.71,442.92,636.17,3.630,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,74,477.89,644.08,477.97,641.05,3.027,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,75,503.19,646.85,503.19,643.07,3.782,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,76,548.92,656.43,550.35,652.48,4.201,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,77,580.61,668.54,583.30,665.09,4.372,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,78,603.81,680.31,610.03,670.81,11.354,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,79,666.44,702.16,667.95,697.46,4.944,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,80,702.16,719.14,704.77,714.69,5.161,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,81,719.82,709.48,724.19,711.49,4.814,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,82,738.31,686.36,741.42,688.97,4.058,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,83,752.18,668.71,755.21,671.06,3.834,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,84,706.53,742.18,713.01,742.60,6.486,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,85,705.69,773.53,712.08,773.53,6.389,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,86,706.20,826.24,712.67,826.15,6.474,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,87,709.48,875.92,716.71,875.16,7.269,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,88,716.03,909.21,723.68,908.70,7.666,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,89,719.14,962.16,729.40,961.66,10.267,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,90,719.14,1009.57,730.58,1009.41,11.433,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,91,740.75,1026.81,741.17,1024.20,2.639,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,92,718.05,1037.65,728.39,1037.57,10.340,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,93,724.27,1078.17,732.26,1075.98,8.279,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,94,724.86,1112.72,730.83,1112.63,5.969,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,95,743.77,1090.36,750.33,1090.11,6.561,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,96,722.93,1136.25,726.71,1136.67,3.805,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,97,753.10,1143.57,759.83,1141.97,6.911,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,98,715.11,1162.31,718.39,1164.84,4.136,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,99,758.65,1179.04,764.70,1177.70,6.200,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,100,776.64,1198.46,779.41,1194.42,4.897,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,101,697.03,1185.01,698.46,1186.19,1.851,1
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,102,690.90,1202.66,695.18,1201.99,4.339,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,103,3618.68,726.24,3620.32,728.69,2.944,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,104,3621.82,718.45,3624.05,718.32,2.242,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,105,3624.10,707.81,3625.97,708.36,1.952,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,106,3625.01,697.03,3625.97,696.94,0.963,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,107,3603.82,753.39,3604.60,754.17,1.097,1
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,108,3616.84,659.77,3618.12,659.72,1.280,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,109,3612.95,633.10,3614.97,632.92,2.018,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,110,3612.09,610.49,3614.23,610.59,2.148,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,111,3613.14,585.70,3616.97,585.60,3.837,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,112,3608.60,533.57,3613.24,532.95,4.680,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,113,3604.94,484.78,3610.11,484.87,5.174,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,114,3603.51,426.89,3608.86,426.27,5.388,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,115,3604.41,400.76,3608.69,399.95,4.357,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,116,3595.13,355.36,3600.57,353.57,5.726,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,117,3588.89,315.84,3594.06,314.68,5.302,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,118,3588.17,287.75,3594.95,288.01,6.784,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,119,3592.01,258.04,3598.07,257.87,6.068,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,120,3587.01,221.21,3593.17,222.19,6.233,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,121,3591.20,188.74,3596.56,184.72,6.689,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,122,3588.71,151.28,3595.57,151.10,6.870,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,123,3464.22,518.55,3466.08,519.98,2.340,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,124,3429.33,551.09,3431.97,553.51,3.585,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,125,3377.45,624.51,3380.45,626.51,3.602,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,126,3360.54,655.34,3362.47,656.55,2.276,1
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,127,3356.41,676.03,3359.69,677.82,3.736,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,128,3342.20,733.76,3345.92,733.98,3.717,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,129,3332.50,793.34,3336.57,794.20,4.156,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,130,3329.65,819.60,3333.07,817.46,4.039,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,131,3327.51,840.80,3331.86,842.37,4.627,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,132,3318.30,887.68,3321.94,887.39,3.650,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,133,3311.02,921.14,3314.88,922.64,4.135,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,134,3312.24,938.70,3315.09,935.70,4.139,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,135,3308.03,954.47,3312.16,956.75,4.727,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,136,3302.24,990.57,3306.67,990.50,4.426,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,137,3295.11,1048.59,3299.11,1049.66,4.137,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,138,3292.61,1090.19,3296.82,1090.26,4.211,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,139,3287.21,1163.67,3293.33,1163.67,6.125,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,140,3283.46,1204.84,3287.21,1206.20,3.983,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,141,3862.58,1213.35,3868.02,1212.33,5.539,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,142,3854.75,1172.52,3861.22,1170.82,6.685,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,143,3849.99,1135.43,3855.77,1134.07,5.943,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,144,3848.29,1077.25,3851.69,1076.23,3.553,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,145,3826.85,1002.05,3832.30,1001.71,5.455,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,146,3827.19,974.15,3832.64,976.19,5.814,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,147,3831.95,904.40,3837.74,905.08,5.824,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,148,3846.93,858.80,3850.67,861.19,4.437,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,149,3861.56,820.36,3866.32,820.36,4.764,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,150,3873.47,799.60,3876.87,801.98,4.153,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,151,3898.64,735.29,3901.03,736.99,2.927,2
ID2_27_Image,ID2_27_Image.png,ID2_27_Image.tif,152,3936.07,622.67,3938.80,623.01,2.743,2
